task_family,dataset,agent_model,method,ppo_used,cs,ca,metric,optimizer_name,metaprompt_style,num_fewshot,top_k,top_k_prompts,valset_size,num_iterations,total_iterations,epochs,train_size,batch_size,prompt_per_example,global_step,final_score,rollouts,rollouts_budget,test_size,input_tokens,output_tokens,real_cost_usd,estimated_cost_usd,runtime_mins,seed,project,run_name,run_id
GLUE,QNLI,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,77.41168141365051,12800.0,,5463.0,5489600.0,,,,51.8,42.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,n72iimyi
GLUE,QNLI,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,79.99267578125,12800.0,,5463.0,6206400.0,,,,54.78,666.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s666,6p2l2nxh
GLUE,QNLI,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,78.52827906608582,12800.0,,5463.0,5713600.0,,,,27.17,3.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_cs0.1_bs16_top5,qyq4nfrs
GLUE,QNLI,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,76.14863514900208,12800.0,,5463.0,5489600.0,,,,51.05,42.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,ow70ta82
GLUE,QNLI,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,79.99267578125,12800.0,,5463.0,6206400.0,,,,54.63,666.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s666_cs0.1_bs16_top5,v6c2ly9b
GLUE,QNLI,google/gemma-1.1-7b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,77.08218693733215,,,5463.0,0.0,,,,29.4,,algprompt_classification_qnli,classification_qnli_google/gemma-1.1-7b-it_google/gemma-1.1-7b-it,z42fn4jy
GLUE,QNLI,google/gemma-3-1b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,50.53999423980713,,,5463.0,0.0,,,,23.38,,algprompt_classification_qnli,classification_qnli_google/gemma-3-1b-it_FacebookAI/xlm-roberta-large,qm1vuglu
GLUE,QNLI,google/gemma-3-1b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,60.82738637924194,,,5463.0,0.0,,,,27.13,,algprompt_classification_qnli,classification_qnli_google/gemma-3-1b-it_google/gemma-3-1b-it,zk8lfc1m
GLUE,QNLI,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,4.0,4.0,,58.94197225570679,,,20.0,,,,,13.67,,algprompt_classification_qnli,classification_qnli_jingyaogong/MiniMind2_google/gemma-3-1b-it,1z07kshc
GLUE,QNLI,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,16.0,4.0,,49.46000277996063,,,20.0,,,,,33.33,,algprompt_classification_qnli,classification_qnli_jingyaogong/MiniMind2_jingyaogong/MiniMind2,bmgvkhxh
GLUE,QNLI,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,16.0,4.0,,49.46000277996063,,,20.0,,,,,35.13,,algprompt_classification_qnli,classification_qnli_jingyaogong/MiniMind2_jingyaogong/MiniMind2,i4gh5633
GLUE,RTE,google/gemma-1.1-2b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,58.48375558853149,12800.0,,277.0,6940800.0,,,,15.65,42.0,GFB_TC,gemma-1.1-2b-it_TO_gemma-1.1-2b-it_bs16_top5_s42,wzfz8l78
GLUE,RTE,google/gemma-1.1-2b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,6.0,,16.0,4.0,,64.98194932937622,832.0,,20.0,2366832.0,,,,3.28,42.0,rte_tc_GFB,rte_google/gemma-1.1-2b-it/google/gemma-1.1-2b-it,nbnma73f
GLUE,RTE,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,67.87003874778748,,,277.0,0.0,,,,34.22,,algprompt_classification_rte,classification_rte_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,58gk4hxf
GLUE,RTE,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,66.0649836063385,,,277.0,0.0,,,,5.68,,algprompt_classification_rte,classification_rte_google/gemma-3-1b-it_google/gemma-1.1-2b-it,t6z4c4si
GLUE,RTE,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,67.87003874778748,,,277.0,0.0,,,,35.5,,algprompt_classification_rte,classification_rte_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,82q7zmdz
GLUE,RTE,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,61.37183904647827,,,277.0,0.0,,,,14.3,,algprompt_classification_rte,classification_rte_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,ya7f3qch
GLUE,RTE,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,65.3429627418518,,,277.0,0.0,,,,20.4,,algprompt_classification_rte,classification_rte_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,f6ecjhgq
GLUE,RTE,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,67.87003874778748,,,277.0,0.0,,,,46.67,,algprompt_classification_rte,classification_rte_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,lvs29tf5
GLUE,RTE,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,82.6714813709259,12800.0,,277.0,6748800.0,,,,37.17,3.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3,khg3bqk8
GLUE,RTE,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,81.58844709396362,12800.0,,277.0,7648000.0,,,,19.52,3.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_cs0_bs16_top5,g5vrsu5y
GLUE,RTE,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,81.22743964195251,12800.0,,277.0,8518400.0,,,,37.88,42.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,06jr9z5i
GLUE,RTE,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,80.86642622947693,12800.0,,277.0,6208000.0,,,,36.3,666.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s666,jl4j4rxk
GLUE,RTE,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,81.58844709396362,12800.0,,277.0,7648000.0,,,,19.68,3.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_cs0.1_bs16_top5,vii6hjkr
GLUE,RTE,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,81.22743964195251,12800.0,,277.0,8518400.0,,,,38.28,42.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,q9bi1p48
GLUE,RTE,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,80.86642622947693,12800.0,,277.0,6208000.0,,,,36.7,666.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s666_cs0.1_bs16_top5,igkngxjy
GLUE,RTE,google/gemma-1.1-7b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,79.42238450050354,,,277.0,0.0,,,,22.08,,algprompt_classification_rte,classification_rte_google/gemma-1.1-7b-it_google/gemma-1.1-7b-it,021bviiv
GLUE,RTE,google/gemma-3-1b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,47.29241728782654,,,277.0,0.0,,,,35.48,,algprompt_classification_rte,classification_rte_google/gemma-3-1b-it_FacebookAI/xlm-roberta-large,dux4bt2i
GLUE,RTE,google/gemma-3-1b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,66.42599105834961,,,277.0,0.0,,,,24.1,,algprompt_classification_rte,classification_rte_google/gemma-3-1b-it_google/gemma-3-1b-it,48zynjkj
GLUE,RTE,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,4.0,4.0,,64.25992846488953,,,20.0,,,,,5.87,,algprompt_classification_rte,classification_rte_jingyaogong/MiniMind2_google/gemma-3-1b-it,vsphc6xr
GLUE,RTE,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,16.0,4.0,,52.70758271217346,,,20.0,,,,,19.85,,algprompt_classification_rte,classification_rte_jingyaogong/MiniMind2_jingyaogong/MiniMind2,u440r23o
GLUE,RTE,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,16.0,4.0,,52.70758271217346,,,20.0,,,,,19.85,,algprompt_classification_rte,classification_rte_jingyaogong/MiniMind2_jingyaogong/MiniMind2,gijek73b
GLUE,SNLI,google/gemma-1.1-2b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,48.0,16.0,4.0,299.0,53.69843244552612,19200.0,,9842.0,8972800.0,,,,48.68,42.0,GFB_TC,gemma-1.1-2b-it_TO_gemma-1.1-2b-it_bs16_top5_s42,iruld2he
GLUE,SNLI,google/gemma-1.1-2b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,6.0,,16.0,4.0,,45.68177163600921,1216.0,,20.0,1741514.6666666667,,,,40.75,42.0,snli_tc_GFB,snli_google/gemma-1.1-2b-it/google/gemma-1.1-2b-it,1vtyacb4
GLUE,SNLI,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,47.54115045070648,,,9842.0,0.0,,,,75.28,,algprompt_classification_snli,classification_snli_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,0dfu5nmq
GLUE,SNLI,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,49.66470301151275,,,9842.0,0.0,,,,39.58,,algprompt_classification_snli,classification_snli_google/gemma-3-1b-it_google/gemma-1.1-2b-it,831vsma0
GLUE,SNLI,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,50.78235864639282,,,9842.0,0.0,,,,38.15,,algprompt_classification_snli,classification_snli_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,9d5tatbu
GLUE,SNLI,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,46.87055349349976,,,9842.0,0.0,,,,75.35,,algprompt_classification_snli,classification_snli_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,fntelt7b
GLUE,SNLI,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,49.44117069244385,,,9842.0,0.0,,,,48.8,,algprompt_classification_snli,classification_snli_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,2vxekkws
GLUE,SNLI,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,48.0,16.0,4.0,299.0,74.0195095539093,19200.0,,9842.0,10820800.0,,,,91.62,3.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3,uwujmxiz
GLUE,SNLI,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,48.0,16.0,4.0,299.0,71.58098220825195,19200.0,,9842.0,10481600.0,,,,44.5,3.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_cs0_bs16_top5,vwn055o6
GLUE,SNLI,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,48.0,16.0,4.0,299.0,71.44889235496521,19200.0,,9842.0,11433600.0,,,,85.93,42.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,wjq0ywiq
GLUE,SNLI,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,48.0,16.0,4.0,299.0,73.12538027763367,19200.0,,9842.0,12305600.0,,,,93.32,666.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s666,xy9dlzm1
GLUE,SNLI,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,48.0,16.0,4.0,299.0,71.58098220825195,19200.0,,9842.0,10481600.0,,,,44.3,3.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_cs0.1_bs16_top5,urvwfep8
GLUE,SNLI,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,48.0,16.0,4.0,299.0,66.88681244850159,19200.0,,9842.0,11433600.0,,,,89.38,42.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,0ed07hsf
GLUE,SNLI,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,48.0,16.0,4.0,299.0,73.12538027763367,19200.0,,9842.0,12305600.0,,,,93.0,666.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s666_cs0.1_bs16_top5,6nhg85b5
GLUE,SNLI,google/gemma-1.1-7b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,76.49868130683899,,,9842.0,0.0,,,,73.53,,algprompt_classification_snli,classification_snli_google/gemma-1.1-7b-it_google/gemma-1.1-7b-it,bc6prqrz
GLUE,SNLI,google/gemma-1.1-7b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,78.70351672172546,,,9842.0,0.0,,,,49.3,,algprompt_classification_snli,classification_snli_google/gemma-1.1-7b-it_google/gemma-1.1-7b-it,5q6bv3gp
GLUE,SNLI,google/gemma-3-1b-it,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,4.0,4.0,,43.2635635137558,,,20.0,,,,,31.42,,algprompt_classification_snli,classification_snli_google/gemma-3-1b-it_google/gemma-3-1b-it,kb0nqd5j
GLUE,SNLI,google/gemma-3-1b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,33.93619060516357,,,9842.0,0.0,,,,30.53,,algprompt_classification_snli,classification_snli_google/gemma-3-1b-it_FacebookAI/xlm-roberta-large,kxfci9dj
GLUE,SNLI,google/gemma-3-1b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,60.00812649726868,,,9842.0,0.0,,,,40.53,,algprompt_classification_snli,classification_snli_google/gemma-3-1b-it_google/gemma-3-1b-it,kcxji83o
GLUE,SNLI,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,4.0,4.0,,44.66571807861328,,,20.0,,,,,24.02,,algprompt_classification_snli,classification_snli_jingyaogong/MiniMind2_google/gemma-3-1b-it,nieldgfc
GLUE,SNLI,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,16.0,4.0,,33.82442593574524,,,20.0,,,,,50.37,,algprompt_classification_snli,classification_snli_jingyaogong/MiniMind2_jingyaogong/MiniMind2,w490ymcb
GLUE,SNLI,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,16.0,4.0,,33.82442593574524,,,20.0,,,,,57.92,,algprompt_classification_snli,classification_snli_jingyaogong/MiniMind2_jingyaogong/MiniMind2,hsoyt4p8
GLUE,SST2,Qwen/Qwen3-0.6B-Base,AlgPrompt,False,,,,,,,1.0,,,,,10.0,,4.0,2.0,,52.95454545454545,,,,,,,,81.15,,tta_TC,sst2_,potihk2i
GLUE,SST2,Qwen/Qwen3-0.6B-Base,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,4.0,4.0,,55.38991093635559,,,20.0,,,,,18.82,,algprompt_classification_sst2,classification_sst2_Qwen/Qwen3-0.6B-Base_Qwen/Qwen3-0.6B-Base,vixf1cs5
GLUE,SST2,google/gemma-1.1-2b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,86.35321259498596,12800.0,,872.0,5742400.0,,,,15.05,42.0,GFB_TC,gemma-1.1-2b-it_TO_gemma-1.1-2b-it_bs16_top5_s42,bfo26a2p
GLUE,SST2,google/gemma-1.1-2b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,86.35321259498596,12800.0,,872.0,5742400.0,,,,15.87,42.0,GFB_TC,gemma-1.1-2b-it_TO_gemma-1.1-2b-it_bs16_top5_s42,5ec6v19q
GLUE,SST2,google/gemma-1.1-2b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,86.35321259498596,12800.0,,872.0,5742400.0,,,,15.97,42.0,GFB_TC,gemma-1.1-2b-it_TO_gemma-1.1-2b-it_bs16_top5_s42,72a08p1l
GLUE,SST2,google/gemma-1.1-2b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,86.35321259498596,12800.0,,872.0,5742400.0,,,,15.52,42.0,GFB_TC,gemma-1.1-2b-it_TO_gemma-1.1-2b-it_bs16_top5_s42,6xu5h2xd
GLUE,SST2,google/gemma-1.1-2b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,6.0,,16.0,4.0,,75.91742873191833,832.0,,20.0,912288.0,,,,4.55,42.0,sst2_tc_GFB,sst2_google/gemma-1.1-2b-it/google/gemma-1.1-2b-it,2z0cp4qa
GLUE,SST2,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,87.2706413269043,,,872.0,0.0,,,,32.02,,algprompt_classification_sst2,classification_sst2_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,qe8gwhk9
GLUE,SST2,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,87.0412826538086,,,872.0,0.0,,,,9.55,,algprompt_classification_sst2,classification_sst2_google/gemma-3-1b-it_google/gemma-1.1-2b-it,gotoqdy4
GLUE,SST2,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,82.11008906364441,,,872.0,0.0,,,,32.52,,algprompt_classification_sst2,classification_sst2_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,rdfzo5o6
GLUE,SST2,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,79.12843823432922,,,872.0,0.0,,,,14.53,,algprompt_classification_sst2,classification_sst2_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,pxfs1bzl
GLUE,SST2,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,88.18807601928711,,,872.0,0.0,,,,18.15,,algprompt_classification_sst2,classification_sst2_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,fvcdrkse
GLUE,SST2,google/gemma-1.1-2b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,86.00917458534241,,,872.0,0.0,,,,34.08,,algprompt_classification_sst2,classification_sst2_google/gemma-1.1-2b-it_google/gemma-1.1-2b-it,xs0wrn1u
GLUE,SST2,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,16.0,4.0,,91.85779690742493,,,20.0,,,,,27.7,,algprompt_classification_sst2,classification_sst2_google/gemma-1.1-7b-it_google/gemma-1.1-7b-it,p6qlvi5v
GLUE,SST2,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,92.77523159980774,12800.0,,872.0,8121600.0,,,,31.9,3.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3,92emydsq
GLUE,SST2,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,90.71100950241087,12800.0,,872.0,7427200.0,,,,18.18,3.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_cs0_bs16_top5,x8vi5opn
GLUE,SST2,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,92.77523159980774,12800.0,,872.0,7220800.0,,,,31.83,42.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,8cp0i36r
GLUE,SST2,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,92.77523159980774,12800.0,,872.0,7220800.0,,,,31.75,42.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,yfxn6rcx
GLUE,SST2,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0),True,0.0,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,87.9587173461914,12800.0,,872.0,7054400.0,,,,30.58,666.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s666,gb5a03z7
GLUE,SST2,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,90.71100950241087,12800.0,,872.0,7427200.0,,,,18.83,3.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s3_cs0.1_bs16_top5,8a1j1qz9
GLUE,SST2,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,89.90825414657593,12800.0,,872.0,7220800.0,,,,32.72,42.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,r6d8qcje
GLUE,SST2,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,89.90825414657593,12800.0,,872.0,7220800.0,,,,32.2,42.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,jbugnzc8
GLUE,SST2,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.1),True,0.1,10.0,,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,87.9587173461914,12800.0,,872.0,7054400.0,,,,31.03,666.0,GFB_TC,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s666_cs0.1_bs16_top5,ik1s0zys
GLUE,SST2,google/gemma-1.1-7b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,91.62843823432922,,,872.0,0.0,,,,37.22,,algprompt_classification_sst2,classification_sst2_google/gemma-1.1-7b-it_google/gemma-1.1-7b-it,hxxqjxon
GLUE,SST2,google/gemma-1.1-7b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,93.11926364898682,,,872.0,0.0,,,,20.98,,algprompt_classification_sst2,classification_sst2_google/gemma-1.1-7b-it_google/gemma-1.1-7b-it,gr6jxsk8
GLUE,SST2,google/gemma-3-1b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,49.08256828784942,,,872.0,0.0,,,,28.47,,algprompt_classification_sst2,classification_sst2_google/gemma-3-1b-it_FacebookAI/xlm-roberta-large,3t4b3gya
GLUE,SST2,google/gemma-3-1b-it,Unknown,True,0.1,10.0,,,,,1.0,,,,,100.0,,16.0,,,86.46789193153381,,,872.0,0.0,,,,17.85,,algprompt_classification_sst2,classification_sst2_google/gemma-3-1b-it_google/gemma-3-1b-it,lqlqnxls
GLUE,SST2,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,4.0,4.0,,56.19266033172608,,,20.0,,,,,6.35,,algprompt_classification_sst2,classification_sst2_jingyaogong/MiniMind2_google/gemma-3-1b-it,x5jgrbi7
GLUE,SST2,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,16.0,4.0,,49.08256828784942,,,20.0,,,,,22.97,,algprompt_classification_sst2,classification_sst2_jingyaogong/MiniMind2_jingyaogong/MiniMind2,4h0gv2s0
GLUE,SST2,jingyaogong/MiniMind2,AlgPrompt,False,,,,,,,1.0,,,,,100.0,,16.0,4.0,,49.08256828784942,,,20.0,,,,,22.37,,algprompt_classification_sst2,classification_sst2_jingyaogong/MiniMind2_jingyaogong/MiniMind2,v5w9rs99
MMLU,ABSTRACT_ALGEBRA,Qwen/Qwen3-0.6B,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,27.0000010728836,,,20.0,,,,,27.88,,mmlu,abstract_algebrameta_changeQwen/Qwen3-0.6B_google/gemma-3-1b-it,iouhuf0k
MMLU,ABSTRACT_ALGEBRA,Qwen/Qwen3-0.6B,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,25.99999904632568,,,20.0,,,,,7.1,,mmlu,abstract_algebrameta_changeQwen/Qwen3-0.6B_google/gemma-3-1b-it,wh0pfaag
MMLU,ABSTRACT_ALGEBRA,Qwen/Qwen3-0.6B,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,30.00000119209289,,,20.0,,,,,8.3,,mmlu,abstract_algebrameta_changeQwen/Qwen3-0.6B_google/gemma-3-1b-it,rgpfydsc
MMLU,ABSTRACT_ALGEBRA,Qwen/Qwen3-0.6B-Base,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,3.0,,21.99999988079071,,,20.0,,,,,1.72,,mmlu,abstract_algebrameta_changeQwen/Qwen3-0.6B-Base_google/gemma-3-1b-it,a9pyqcmf
