task_family,dataset,agent_model,method,ppo_used,cs,ca,metric,optimizer_name,metaprompt_style,num_fewshot,top_k,top_k_prompts,valset_size,num_iterations,total_iterations,epochs,train_size,batch_size,prompt_per_example,global_step,final_score,rollouts,rollouts_budget,test_size,input_tokens,output_tokens,real_cost_usd,estimated_cost_usd,runtime_mins,seed,project,run_name,run_id
BBH-II,ACTIVE_TO_PASSIVE,google/gemma-1.1-2b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,93.75,,,20.0,,,,,9.42,,II,active_to_passive,drcllx9u
BBH-II,ACTIVE_TO_PASSIVE,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,99.0,,,20.0,,,,,19.23,,II_re_correct,active_to_passive,5vevj02y
BBH-II,ACTIVE_TO_PASSIVE,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,100.0,,,20.0,,,,,17.63,,II_re,active_to_passive,p7hinoos
BBH-II,ACTIVE_TO_PASSIVE,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,100.0,3840.0,,100.0,,,,,7.25,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3,fyfy2gnl
BBH-II,ACTIVE_TO_PASSIVE,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,100.0,3840.0,,100.0,,,,,6.5,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,e2aq8jh5
BBH-II,ACTIVE_TO_PASSIVE,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,100.0,3840.0,,100.0,,,,,7.23,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,rq1768pz
BBH-II,ACTIVE_TO_PASSIVE,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,98.0,12800.0,,100.0,,,,,38.22,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,1zp7vl6s
BBH-II,ACTIVE_TO_PASSIVE,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,200.0,32.0,16.0,4.0,399.0,99.0,25600.0,,100.0,,,,,74.88,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,xwgposix
BBH-II,ACTIVE_TO_PASSIVE,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,,16.0,4.0,59.0,99.0,3840.0,,,,,,,7.4,42.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,ij8svrex
BBH-II,ANTONYMS,google/gemma-1.1-2b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,25.0,,,20.0,,,,,10.55,,II,antonyms,7xauif7v
BBH-II,ANTONYMS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,77.0,,,20.0,,,,,16.03,,II_re_correct,antonyms,23mhm43m
BBH-II,ANTONYMS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,75.0,,,20.0,,,,,15.07,,II_re,antonyms,s2cbw413
BBH-II,ANTONYMS,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,81.25,,,20.0,,,,,15.38,,II_re,antonyms,6sd1v8gs
BBH-II,ANTONYMS,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,72.0,3840.0,,100.0,,,,,7.4,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3,kobihwdb
BBH-II,ANTONYMS,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,68.75,3840.0,,100.0,,,,,6.47,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,t3p5qnyz
BBH-II,ANTONYMS,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,69.0,3840.0,,100.0,,,,,7.25,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,x1w1zuh1
BBH-II,ANTONYMS,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,68.0,12800.0,,100.0,,,,,37.95,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,vh2r1ee7
BBH-II,ANTONYMS,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,200.0,32.0,16.0,4.0,399.0,72.0,25600.0,,100.0,,,,,75.78,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,ooeqfdwi
BBH-II,ANTONYMS,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,,16.0,4.0,59.0,73.0,3840.0,,,,,,,7.22,42.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,e3e9jxpa
BBH-II,CAUSE_AND_EFFECT,google/gemma-1.1-2b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,70.0,,,20.0,,,,,9.95,,II,cause_and_effect,6q4hdlkg
BBH-II,CAUSE_AND_EFFECT,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,60.0,,,20.0,,,,,18.7,,II_re_correct,cause_and_effect,hosf1gjg
BBH-II,CAUSE_AND_EFFECT,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,70.0,,,20.0,,,,,17.62,,II_re,cause_and_effect,fke1c7z1
BBH-II,CAUSE_AND_EFFECT,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,26.0,16.0,4.0,59.0,40.0,3840.0,,25.0,,,,,6.8,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3,itzyipx6
BBH-II,CAUSE_AND_EFFECT,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,26.0,16.0,4.0,59.0,40.0,3840.0,,25.0,,,,,6.82,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,z07jnus8
BBH-II,CAUSE_AND_EFFECT,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,30.0,26.0,16.0,4.0,59.0,60.0,3840.0,,25.0,,,,,6.77,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,fdghz6vx
BBH-II,CAUSE_AND_EFFECT,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,100.0,26.0,16.0,4.0,199.0,60.0,12800.0,,25.0,,,,,37.47,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,w4rwug6n
BBH-II,CAUSE_AND_EFFECT,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,200.0,26.0,16.0,4.0,399.0,60.0,25600.0,,25.0,,,,,74.33,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,jewwiv6a
BBH-II,CAUSE_AND_EFFECT,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,,16.0,4.0,59.0,52.0,3840.0,,,,,,,7.12,42.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,5yhpgyzx
BBH-II,COMMON_CONCEPT,google/gemma-1.1-2b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,50.0,,,20.0,,,,,8.28,,II,common_concept,y9kdjtpd
BBH-II,COMMON_CONCEPT,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,16.87499999999999,,,20.0,,,,,17.02,,II_re_correct,common_concept,43rfayms
BBH-II,COMMON_CONCEPT,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,50.0,,,20.0,,,,,17.8,,II_re,common_concept,d8tmd5oo
BBH-II,COMMON_CONCEPT,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,17.0,16.0,4.0,59.0,16.87499999999999,3840.0,,16.0,,,,,6.62,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3,pu6lf8er
BBH-II,COMMON_CONCEPT,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,17.0,16.0,4.0,59.0,50.0,3840.0,,16.0,,,,,6.48,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,gsskb3xd
BBH-II,COMMON_CONCEPT,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,f1,,,,1.0,,,,,30.0,17.0,16.0,4.0,59.0,16.87499999999999,3840.0,,16.0,,,,,6.38,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,1azp7maf
BBH-II,COMMON_CONCEPT,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,f1,,,,1.0,,,,,100.0,17.0,16.0,4.0,199.0,16.87499999999999,12800.0,,16.0,,,,,34.32,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,ince3hn7
BBH-II,COMMON_CONCEPT,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,f1,,,,1.0,,,,,200.0,17.0,16.0,4.0,399.0,16.87499999999999,25600.0,,16.0,,,,,68.32,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,xj74yd2d
BBH-II,COMMON_CONCEPT,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,,16.0,4.0,59.0,16.87499999999999,3840.0,,,,,,,6.45,42.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,mrv737ho
BBH-II,DIFF,google/gemma-1.1-2b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,100.0,,,20.0,,,,,9.85,,II,diff,eznf5ypg
BBH-II,DIFF,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,2.0,,,20.0,,,,,17.58,,II_re_correct,diff,j3q19ufr
BBH-II,DIFF,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,100.0,,,20.0,,,,,16.07,,II_re,diff,9avqq2cb
BBH-II,DIFF,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,2.0,3840.0,,100.0,,,,,7.17,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3,1x5gi3u8
BBH-II,DIFF,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,100.0,3840.0,,100.0,,,,,6.43,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,z7viaztr
BBH-II,DIFF,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,2.0,3840.0,,100.0,,,,,7.1,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,1n1ewrnp
BBH-II,DIFF,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,2.0,12800.0,,100.0,,,,,39.18,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,z7fv2zmc
BBH-II,DIFF,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,200.0,32.0,16.0,4.0,399.0,2.0,25600.0,,100.0,,,,,73.0,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,f0cljbpe
BBH-II,DIFF,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,,16.0,4.0,59.0,2.0,3840.0,,,,,,,7.18,42.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,x3aq4f5o
BBH-II,DISAMBIGUATION_QA,Qwen/Qwen3-0.6B-Base,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,4.0,,42.9824560880661,,,20.0,,,,,7.5,,BBH,disambiguation_qa_algprompt,0i6dvp7g
BBH-II,DISAMBIGUATION_QA,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,4.0,,65.35087823867798,,,20.0,,,,,6.43,,BBH,disambiguation_qa_algprompt,wfqbue3i
BBH-II,DISAMBIGUATION_QA,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,4.0,,65.35087823867798,,,20.0,,,,,6.47,,BBH,disambiguation_qa_algprompt,0d7hkfvh
BBH-II,EPISTEMIC_REASONING,Qwen/Qwen3-0.6B-Base,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,4.0,,49.94923770427704,,,20.0,,,,,13.25,,BBH,epistemic_reasoning_algprompt,2t6vdqso
BBH-II,EPISTEMIC_REASONING,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,4.0,,52.639591693878174,,,20.0,,,,,10.45,,BBH,epistemic_reasoning_algprompt,q42fifv2
BBH-II,EPISTEMIC_REASONING,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,4.0,,62.3857855796814,,,20.0,,,,,10.53,,BBH,epistemic_reasoning_algprompt,kmw3jk3n
BBH-II,FIRST_WORD_LETTER,google/gemma-1.1-2b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,50.0,,,20.0,,,,,9.93,,II,first_word_letter,c318t3sk
BBH-II,FIRST_WORD_LETTER,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,97.0,,,20.0,,,,,16.98,,II_re_correct,first_word_letter,jhlbzdw5
BBH-II,FIRST_WORD_LETTER,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,100.0,,,20.0,,,,,14.7,,II_re,first_word_letter,fdsuitlu
BBH-II,FIRST_WORD_LETTER,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,89.0,3840.0,,100.0,,,,,7.22,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3,kxnp3hoz
BBH-II,FIRST_WORD_LETTER,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,93.75,3840.0,,100.0,,,,,6.82,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,97vhamsm
BBH-II,FIRST_WORD_LETTER,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,93.0,3840.0,,100.0,,,,,7.22,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,tpq3quf7
BBH-II,FIRST_WORD_LETTER,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,97.0,12800.0,,100.0,,,,,36.93,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,oh43f0mz
BBH-II,FIRST_WORD_LETTER,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,200.0,32.0,16.0,4.0,399.0,93.0,25600.0,,100.0,,,,,72.92,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,n69n1wgx
BBH-II,FIRST_WORD_LETTER,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,,16.0,4.0,59.0,87.0,3840.0,,,,,,,7.12,42.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,2femz1cd
BBH-II,GENDER_INCLUSIVE_SENTENCES_GERMAN,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,91.085576597706,,,20.0,,,,,19.1,,bbh_tg_algprompt,gender_inclusive_sentences_german_,pkjklb65
BBH-II,HYPERBATON,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,4.0,,76.08364820480347,,,20.0,,,,,108.57,,BBH,hyperbaton_algprompt,i6hktb9t
BBH-II,HYPERBATON,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,4.0,,73.21993112564087,,,20.0,,,,,104.45,,BBH,hyperbaton_algprompt,isr7d8uw
BBH-II,IMPLICATURES,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,4.0,,82.6839804649353,,,20.0,,,,,6.82,,BBH,implicatures_algprompt,a2xg42sc
BBH-II,INFORMAL_TO_FORMAL,google/gemma-1.1-2b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,44.09624253741901,,,20.0,,,,,5.6,,II,informal_to_formal,2a8f7two
BBH-II,INFORMAL_TO_FORMAL,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,38.35120435120435,,,20.0,,,,,9.98,,II_re_correct,informal_to_formal,ixogiy17
BBH-II,INFORMAL_TO_FORMAL,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,50.347739521114136,,,20.0,,,,,10.07,,II_re,informal_to_formal,afw16bqk
BBH-II,INFORMAL_TO_FORMAL,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,15.0,16.0,4.0,29.0,30.41699041699041,1920.0,,15.0,,,,,3.65,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3,6ixdx991
BBH-II,INFORMAL_TO_FORMAL,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,15.0,16.0,4.0,29.0,39.90964590964591,1920.0,,15.0,,,,,3.55,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,jyv22mj7
BBH-II,INFORMAL_TO_FORMAL,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,f1,,,,1.0,,,,,30.0,15.0,16.0,4.0,29.0,40.93410701212558,1920.0,,15.0,,,,,3.6,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,6lwi3mq8
BBH-II,INFORMAL_TO_FORMAL,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,f1,,,,1.0,,,,,100.0,15.0,16.0,4.0,99.0,45.29655140181456,6400.0,,15.0,,,,,18.93,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,yx87svw0
BBH-II,INFORMAL_TO_FORMAL,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,f1,,,,1.0,,,,,200.0,15.0,16.0,4.0,199.0,44.83078325183587,12800.0,,15.0,,,,,37.87,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,2zbjozkz
BBH-II,INFORMAL_TO_FORMAL,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,,16.0,4.0,29.0,45.27425842131724,1920.0,,,,,,,3.55,42.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,mifp70tg
BBH-II,LARGER_ANIMAL,google/gemma-1.1-2b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,37.5,,,20.0,,,,,7.97,,II,larger_animal,xqkg93b5
BBH-II,LARGER_ANIMAL,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,80.0,,,20.0,,,,,15.37,,II_re_correct,larger_animal,ffl0i7ls
BBH-II,LARGER_ANIMAL,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,93.75,,,20.0,,,,,14.32,,II_re,larger_animal,lb2ntb53
BBH-II,LARGER_ANIMAL,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,78.0,3840.0,,100.0,,,,,7.87,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3,4lkdhyn7
BBH-II,LARGER_ANIMAL,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,93.75,3840.0,,100.0,,,,,6.52,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,jsvot9w1
BBH-II,LARGER_ANIMAL,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,54.0,3840.0,,100.0,,,,,7.0,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,x8twx5pr
BBH-II,LARGER_ANIMAL,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,79.0,12800.0,,100.0,,,,,36.97,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,gr159iws
BBH-II,LARGER_ANIMAL,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,200.0,32.0,16.0,4.0,399.0,86.0,25600.0,,100.0,,,,,71.83,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,viyevmbv
BBH-II,LARGER_ANIMAL,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,,16.0,4.0,59.0,83.0,3840.0,,,,,,,6.72,42.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,zbi8uyn0
BBH-II,LETTERS_LIST,google/gemma-1.1-2b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,50.0,,,20.0,,,,,10.62,,II,letters_list,4f3z86bk
BBH-II,LETTERS_LIST,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,69.0,,,20.0,,,,,16.28,,II_re_correct,letters_list,mrva3xnv
BBH-II,LETTERS_LIST,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,93.75,,,20.0,,,,,15.45,,II_re,letters_list,81j629mo
BBH-II,LETTERS_LIST,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,47.0,3840.0,,100.0,,,,,7.12,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3,zfyzyskw
BBH-II,LETTERS_LIST,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,56.25,3840.0,,100.0,,,,,6.57,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,khz29jhu
BBH-II,LETTERS_LIST,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,56.00000000000001,3840.0,,100.0,,,,,7.15,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,oxn8x551
BBH-II,LETTERS_LIST,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,100.0,32.0,16.0,4.0,199.0,70.0,12800.0,,100.0,,,,,37.3,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,hxccbihu
BBH-II,LETTERS_LIST,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,em,,,,1.0,,,,,200.0,32.0,16.0,4.0,399.0,73.0,25600.0,,100.0,,,,,73.13,6.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,ikf6t572
BBH-II,LETTERS_LIST,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,,16.0,4.0,59.0,61.0,3840.0,,,,,,,7.07,42.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s42,uisb947h
BBH-II,LOGICAL_FALLACY_DETECTION,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,4.0,,53.21299433708191,,,20.0,,,,,11.87,,BBH,logical_fallacy_detection_algprompt,q24ycgvc
BBH-II,MOVIE_RECOMMENDATION,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,4.0,,63.82978558540344,,,20.0,,,,,7.47,,BBH,movie_recommendation_algprompt,qjc1ycwk
BBH-II,NAVIGATE,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,4.0,4.0,,51.54638886451721,,,20.0,,,,,8.0,,BBH,navigate_algprompt,rf8cm0z9
BBH-II,NEGATION,google/gemma-1.1-2b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,18.75,,,20.0,,,,,10.07,,II,negation,bojg8y71
BBH-II,NEGATION,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,73.0,,,20.0,,,,,19.77,,II_re_correct,negation,oii2f8bt
BBH-II,NEGATION,google/gemma-1.1-7b-it,AlgPrompt,False,,,,,,,1.0,,,,,30.0,,16.0,4.0,,75.0,,,20.0,,,,,20.3,,II_re,negation,6rwnfwve
BBH-II,NEGATION,google/gemma-1.1-7b-it,StablePrompt-PPO,True,,,,,,,1.0,,,,,30.0,32.0,16.0,4.0,59.0,72.0,3840.0,,100.0,,,,,7.32,3.0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3,r0j4ovqn
