run_id,project,run_name,dataset,seed,runtime_mins,top_k,agent_model,method,final_score,ppo_used,rollouts,rollouts_budget,cs,ca,metric,optimizer_name,optimization_surface,metaprompt_style,num_fewshot,batch_size,prompt_per_example,train_size,epochs,top_k_prompts,valset_size,num_iterations,global_step,total_iterations,test_size,input_tokens,output_tokens,real_cost_usd,estimated_cost_usd
3od5x7ru,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,ELECTRICAL_ENGINEERING,42.0,2.53,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),53.793102502822876,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,145.0,324600.0,,,
nwpj1qr8,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,ELEMENTARY_MATHEMATICS,42.0,3.25,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),38.62433731555938,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,378.0,296100.0,,,
hojyspqu,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,FORMAL_LOGIC,42.0,2.85,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),33.33333432674408,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,126.0,288300.0,,,
wfamxv8t,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,GLOBAL_FACTS,42.0,2.27,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),34.99999940395355,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,100.0,135900.0,,,
xu75aubo,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_BIOLOGY,42.0,3.08,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),72.5806474685669,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,310.0,321600.0,,,
8osr4k3g,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_CHEMISTRY,42.0,2.95,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),52.216750383377075,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,203.0,361350.0,,,
yteqgrnm,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_COMPUTER_SCIENCE,42.0,2.82,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),50.999999046325684,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,100.0,229800.0,,,
l4x8a9ly,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_EUROPEAN_HISTORY,42.0,4.03,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),66.66666865348816,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,165.0,249000.0,,,
9leqsd0o,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_GEOGRAPHY,42.0,2.87,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),67.17171669006348,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,198.0,384750.0,,,
4m8402pd,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_GOVERNMENT_AND_POLITICS,42.0,2.78,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),63.21243643760681,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,193.0,403050.0,,,
jfk2bc95,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_MACROECONOMICS,42.0,3.3,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),58.71794819831848,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,390.0,309750.0,,,
djvobl20,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_MATHEMATICS,42.0,2.78,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),34.81481373310089,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,270.0,128700.0,,,
cm0o2dmo,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_MICROECONOMICS,42.0,2.88,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),68.0672287940979,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,238.0,298200.0,,,
hg1js7cx,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_PHYSICS,42.0,2.67,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),35.09933650493622,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,151.0,318150.0,,,
kfyl3spu,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_PSYCHOLOGY,42.0,3.77,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),69.90825533866882,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,545.0,422400.0,,,
my0xsjq4,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_STATISTICS,42.0,3.2,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),49.53703582286834,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,216.0,181050.0,,,
raclwvfl,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_US_HISTORY,42.0,4.03,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),60.784316062927246,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,204.0,399150.0,,,
zhelgklr,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HIGH_SCHOOL_WORLD_HISTORY,42.0,4.23,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),71.72995805740356,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,237.0,400950.0,,,
27m3q55m,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HUMAN_AGING,42.0,2.77,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),56.0538113117218,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,223.0,407850.0,,,
lifem683,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,HUMAN_SEXUALITY,42.0,2.58,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),51.14504098892212,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,131.0,243300.0,,,
8wbroe8g,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,INTERNATIONAL_LAW,42.0,2.75,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),66.11570119857788,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,121.0,422250.0,,,
2w2g38ng,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,JURISPRUDENCE,42.0,2.68,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),56.48148059844971,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,108.0,410250.0,,,
grmj7js5,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,LOGICAL_FALLACIES,42.0,2.78,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),68.09815764427185,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,163.0,348450.0,,,
z1ire4ty,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,MACHINE_LEARNING,42.0,2.72,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),43.75,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,112.0,219300.0,,,
ig31xi2o,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,MANAGEMENT,42.0,2.4,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),66.01941585540771,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,103.0,339450.0,,,
fk0ep4ps,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,MARKETING,42.0,2.78,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),76.92307829856873,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,234.0,268050.0,,,
ifbq8ipn,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,MEDICAL_GENETICS,42.0,2.55,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),54.00000214576721,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,100.0,303150.0,,,
zqxg5r5b,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,MISCELLANEOUS,42.0,3.78,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),62.962961196899414,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,783.0,109950.0,,,
4yngdo97,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,MORAL_DISPUTES,42.0,3.2,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),60.11560559272766,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,346.0,354600.0,,,
jx3fnfmt,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,MORAL_SCENARIOS,42.0,6.28,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),28.82681488990783,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,895.0,303750.0,,,
uuas2h4z,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,NUTRITION,42.0,3.37,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),58.82353186607361,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,306.0,258000.0,,,
70ldwvn4,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,PHILOSOPHY,42.0,2.9,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),58.84244441986084,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,311.0,359700.0,,,
awb0ncsp,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,PREHISTORY,42.0,6.62,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),60.18518805503845,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,324.0,439950.0,,,
kyf7x3w1,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,PROFESSIONAL_ACCOUNTING,42.0,3.35,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),41.13475084304809,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,282.0,292050.0,,,
z9p51fgg,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,PROFESSIONAL_LAW,42.0,10.0,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),41.06909930706024,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,1534.0,427650.0,,,
2vg0uwv3,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,PROFESSIONAL_MEDICINE,42.0,3.6,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),51.47058963775635,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,272.0,381300.0,,,
ntg66huc,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,PROFESSIONAL_PSYCHOLOGY,42.0,4.02,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),50.8169949054718,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,612.0,412500.0,,,
g9r9hl2l,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,PUBLIC_RELATIONS,42.0,2.55,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),60.90909242630005,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,110.0,197250.0,,,
06v0qgdz,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,SECURITY_STUDIES,42.0,3.42,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),54.28571701049805,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,245.0,387750.0,,,
x8vog3vl,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,SOCIOLOGY,42.0,2.82,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),59.20398235321045,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,201.0,401700.0,,,
uuiouyig,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,US_FOREIGN_POLICY,42.0,2.62,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),76.99999809265137,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,100.0,385950.0,,,
5ckjflzo,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,VIROLOGY,42.0,2.72,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),47.59036004543304,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,166.0,353550.0,,,
7ergfgmt,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs5_top5,WORLD_RELIGIONS,42.0,2.57,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),76.02339386940002,True,600.0,,0.05,3.0,,,,,,5.0,4.0,5.0,30.0,,,,29.0,,171.0,266250.0,,,
wzpg5dqm,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,ABSTRACT_ALGEBRA,42.0,4.1,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),33.00000131130218,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,100.0,398400.0,,,
xak3hkdf,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,ANATOMY,42.0,4.38,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),55.55555820465088,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,135.0,392280.0,,,
e4bh0d1k,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,ASTRONOMY,42.0,4.38,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),50.0,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,152.0,487080.0,,,
uq14l3v3,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,BUSINESS_ETHICS,42.0,4.48,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),52.99999713897705,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,100.0,506280.0,,,
eqaql33y,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,CLINICAL_KNOWLEDGE,42.0,4.68,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),59.24528241157532,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,265.0,519840.0,,,
t3rqjjam,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,COLLEGE_BIOLOGY,42.0,4.47,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),67.36111044883728,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,144.0,409680.0,,,
pgruja29,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,COLLEGE_CHEMISTRY,42.0,4.33,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),46.99999988079071,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,100.0,507480.0,,,
kl1pxtyp,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,COLLEGE_COMPUTER_SCIENCE,42.0,4.53,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),43.00000071525574,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,100.0,532320.0,,,
p2fe8jrj,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,COLLEGE_MATHEMATICS,42.0,4.1,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),37.00000047683716,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,100.0,263760.0,,,
19a79vzc,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,COLLEGE_MEDICINE,42.0,4.83,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),50.867050886154175,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,173.0,581640.0,,,
apihzcat,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,COLLEGE_PHYSICS,42.0,4.37,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),35.29411852359772,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,102.0,387960.0,,,
lk3ws1yk,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,COMPUTER_SECURITY,42.0,4.47,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),67.00000166893005,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,100.0,564840.0,,,
9u9vpfru,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,CONCEPTUAL_PHYSICS,42.0,4.6,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),47.23404347896576,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,235.0,571320.0,,,
u5jsbxgv,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,ECONOMETRICS,42.0,4.58,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),41.22807085514068,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,114.0,508560.0,,,
llek5g3n,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,ELECTRICAL_ENGINEERING,42.0,4.17,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),35.862070322036736,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,145.0,553440.0,,,
fbywlvh0,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,ELEMENTARY_MATHEMATICS,42.0,5.22,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),35.978835821151726,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,378.0,437880.0,,,
1wgg4tfl,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,FORMAL_LOGIC,42.0,4.87,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),34.92063581943512,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,126.0,471600.0,,,
rk5chv5d,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,GLOBAL_FACTS,42.0,3.78,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),36.00000143051147,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,100.0,319200.0,,,
vqaaugu5,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_BIOLOGY,42.0,4.87,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),61.61290407180786,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,310.0,476880.0,,,
6w1rrbw7,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_CHEMISTRY,42.0,4.75,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),44.82758641242981,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,203.0,604560.0,,,
rs1qx9t5,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_COMPUTER_SCIENCE,42.0,4.57,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),57.999998331069946,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,100.0,405480.0,,,
pp436vyo,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_EUROPEAN_HISTORY,42.0,6.18,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),67.27272868156433,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,165.0,484440.0,,,
2xdmudfo,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_GEOGRAPHY,42.0,4.28,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),48.48484992980957,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,198.0,609000.0,,,
dbmawt30,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_GOVERNMENT_AND_POLITICS,42.0,4.53,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),66.32124185562134,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,193.0,653640.0,,,
wzu2lfcf,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_MACROECONOMICS,42.0,4.98,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),53.5897433757782,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,390.0,462240.0,,,
04m7hr6i,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_MATHEMATICS,42.0,4.38,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),32.59259164333343,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,270.0,209640.0,,,
5ghndbna,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_MICROECONOMICS,42.0,4.63,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),63.445377349853516,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,238.0,542880.0,,,
jyb5otpz,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_PHYSICS,42.0,4.57,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),27.152317762374878,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,151.0,446880.0,,,
lk916cun,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_PSYCHOLOGY,42.0,5.45,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),70.45871615409851,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,545.0,510840.0,,,
avqb5808,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_STATISTICS,42.0,4.98,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),47.685185074806206,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,216.0,473040.0,,,
xs0s75n3,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_US_HISTORY,42.0,5.92,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),65.19607901573181,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,204.0,607680.0,,,
si1vokbf,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HIGH_SCHOOL_WORLD_HISTORY,42.0,6.53,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),72.99578189849854,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,237.0,660600.0,,,
xpei6wiy,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HUMAN_AGING,42.0,4.52,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),57.3991060256958,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,223.0,609240.0,,,
5sxnhs63,GFB_QA,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_s42_bs4_top5,HUMAN_SEXUALITY,42.0,4.32,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO(cs=0.05),67.17557311058044,True,960.0,,0.05,3.0,,,,,,4.0,4.0,5.0,30.0,,,,59.0,,131.0,403200.0,,,
